order_id,ordered_at,city,cuisine,weather_condition,traffic_level,courier_type,delivery_tier,order_value_usd,item_count,prep_time_minutes,courier_distance_km,courier_rating,batch_size,active_orders_nearby,restaurant_backlog_orders,promised_delivery_minutes,actual_delivery_minutes,tip_rate,customer_rating,was_late
FDS-700933,2025-01-24T01:15:00,Chicago,mexican,heatwave,severe,bike,priority,29.59,3,23,6.07,4.95,2,23,10,47.0,96.9,0.126,3.17,1
FDS-700934,2025-01-24T01:50:00,Austin,burger,clear,medium,car,standard,25.51,6,27,4.41,4.95,1,19,16,52.8,71.0,0.064,3.4,1
FDS-700935,2025-01-24T02:25:00,Seattle,sushi,cold,low,walker,standard,26.22,3,24,4.13,4.53,1,73,12,48.5,86.3,0.02,3.13,1
FDS-700936,2025-01-24T03:00:00,Austin,salad,clear,severe,car,scheduled,27.52,1,14,6.93,4.81,1,8,12,48.6,81.0,0.159,2.67,1
FDS-700937,2025-01-24T03:35:00,Atlanta,indian,rain,high,walker,standard,39.73,4,36,8.25,4.92,3,43,4,75.8,136.3,0.022,2.61,1
FDS-700938,2025-01-24T04:10:00,New York,mexican,clear,medium,scooter,standard,28.25,3,17,5.95,4.53,2,34,5,49.1,73.0,0.053,4.02,1
FDS-700939,2025-01-24T04:45:00,Austin,burger,clear,severe,walker,standard,27.5,1,19,2.58,5,1,21,9,33.3,72.1,0.113,3.21,1
FDS-700940,2025-01-24T05:20:00,New York,sushi,clear,low,car,standard,15.19,3,16,5.03,4.72,1,38,11,44.8,63.9,0.146,3.62,1
FDS-700941,2025-01-24T05:55:00,Chicago,pizza,heatwave,medium,scooter,standard,38.73,2,22,2.07,4.74,1,56,11,38.3,75.1,0.094,3.02,1
FDS-700942,2025-01-24T06:30:00,Phoenix,indian,clear,severe,walker,standard,34.35,3,29,4.4,4.59,1,63,19,51.2,120.7,0.116,2.67,1
FDS-700943,2025-01-24T07:05:00,Atlanta,burger,rain,high,scooter,priority,40.08,3,15,3.33,4.61,2,43,18,31.6,70.6,0.099,2.53,1
FDS-700944,2025-01-24T07:40:00,Phoenix,pizza,clear,high,bike,standard,29.48,1,24,6.31,4.64,2,58,10,58.2,107.3,0.145,3.06,1
FDS-700945,2025-01-24T08:15:00,Seattle,sushi,clear,severe,scooter,standard,26.15,4,19,3.63,4.46,2,58,5,38.4,80.8,0.029,3.07,1
FDS-700946,2025-01-24T08:50:00,Seattle,sushi,rain,medium,bike,priority,27.33,1,19,2.63,4.57,1,65,13,29.8,88.5,0.141,2.65,1
FDS-700947,2025-01-24T09:25:00,Seattle,salad,storm,medium,car,standard,43.07,5,34,4.44,5,2,68,14,55.8,117.9,0.092,2.6,1
FDS-700948,2025-01-24T10:00:00,Atlanta,pizza,storm,medium,car,standard,38.91,4,26,4.8,4.69,1,8,17,50.2,90.4,0.051,2.78,1
FDS-700949,2025-01-24T10:35:00,New York,mexican,cold,high,car,standard,31.82,2,25,1.89,4.75,1,35,11,37.5,71.0,0.16,3.51,1
FDS-700950,2025-01-24T11:10:00,Austin,pizza,clear,high,car,standard,44.95,5,26,5.32,4.15,1,29,11,52.7,80.2,0.062,3.61,1
FDS-700951,2025-01-24T11:45:00,Phoenix,burger,heatwave,medium,walker,standard,34.69,1,15,6.12,4.82,1,77,18,44.9,113.5,0.046,1.84,1
FDS-700952,2025-01-24T12:20:00,Chicago,thai,heatwave,medium,scooter,priority,31.13,2,28,4.88,4.61,1,21,0,50.4,65.2,0.192,3.72,1
FDS-700953,2025-01-24T12:55:00,New York,mexican,clear,medium,car,priority,22.75,3,27,5.4,4.26,1,63,10,48.3,89.4,0.102,3.05,1
FDS-700954,2025-01-24T13:30:00,Austin,burger,rain,medium,walker,priority,37.58,3,25,4.63,4.65,2,31,17,45.2,92.1,0.168,2.59,1
FDS-700955,2025-01-24T14:05:00,Atlanta,burger,clear,high,car,standard,42.19,4,15,4.93,4.38,1,16,0,39.1,59.7,0.105,3.12,1
FDS-700956,2025-01-24T14:40:00,Chicago,burger,cold,high,car,scheduled,35.99,3,21,4.01,5,2,80,22,43.7,107.9,0.082,3.06,1
FDS-700957,2025-01-24T15:15:00,Chicago,indian,rain,medium,bike,standard,24.8,5,25,2.18,4.78,1,42,17,40.0,83.6,0.073,3.48,1
FDS-700958,2025-01-24T15:50:00,Chicago,burger,cold,high,car,priority,28.33,4,24,7.18,4.82,1,45,2,55.9,85.3,0.2,2.83,1
FDS-700959,2025-01-24T16:25:00,Phoenix,salad,clear,medium,car,priority,43.87,3,23,2.95,4.27,1,60,15,36.0,80.3,0.043,2.81,1
FDS-700960,2025-01-24T17:00:00,Chicago,indian,rain,medium,car,scheduled,51.8,2,19,5.92,4.7,1,29,11,52.2,78.9,0.124,3.48,1
FDS-700961,2025-01-24T17:35:00,Austin,indian,rain,medium,bike,standard,46.94,3,25,4.02,4.67,1,37,7,49.8,77.2,0.118,3.43,1
FDS-700962,2025-01-24T18:10:00,New York,salad,rain,medium,car,standard,20.52,2,20,2.58,4.95,1,83,1,38.1,90.0,0.084,3.01,1
FDS-700963,2025-01-24T18:45:00,Seattle,pizza,rain,low,scooter,priority,30.25,3,16,7.79,4.96,1,27,8,47.2,87.2,0.181,2.53,1
FDS-700964,2025-01-24T19:20:00,Chicago,salad,storm,high,car,priority,37.88,3,33,0.4,4.76,1,52,7,35.4,86.2,0.09,3.37,1
FDS-700965,2025-01-24T19:55:00,New York,burger,heatwave,medium,scooter,standard,19.6,2,16,1.84,4.47,3,28,12,27.9,64.6,0.158,3.36,1
FDS-700966,2025-01-24T20:30:00,Phoenix,indian,clear,medium,bike,standard,32.95,4,16,2.66,4.61,1,47,17,33.7,75.6,0.062,2.66,1
FDS-700967,2025-01-24T21:05:00,Seattle,burger,rain,severe,scooter,standard,37.71,1,18,6.93,5,1,52,15,53.1,111.3,0.157,2.99,1
FDS-700968,2025-01-24T21:40:00,Chicago,indian,cold,medium,scooter,standard,30.36,2,32,6.62,4.56,1,33,6,67.6,91.0,0.12,3.51,1
FDS-700969,2025-01-24T22:15:00,Chicago,mexican,clear,medium,scooter,standard,34.03,3,21,2.17,4.79,2,28,11,36.1,68.9,0.065,3.29,1
FDS-700970,2025-01-24T22:50:00,New York,thai,clear,medium,car,priority,27.81,1,27,4.8,4.9,1,15,19,45.7,59.5,0.094,3.54,1
FDS-700971,2025-01-24T23:25:00,Seattle,salad,clear,low,car,standard,39.15,1,20,7.86,4.56,1,41,13,58.6,89.3,0.134,3.35,1
FDS-700972,2025-01-25T00:00:00,Atlanta,thai,rain,low,car,standard,31.39,1,10,6.84,4.48,1,8,3,44.0,62.3,0.105,3.71,1
FDS-700973,2025-01-25T00:35:00,Seattle,sushi,rain,low,car,standard,21.71,1,7,3.57,4.23,1,59,6,29.2,62.6,0.159,2.81,1
FDS-700974,2025-01-25T01:10:00,Chicago,mexican,heatwave,medium,car,standard,9,3,17,3.1,4.67,2,56,14,36.0,72.7,0.116,3.8,1
FDS-700975,2025-01-25T01:45:00,Phoenix,indian,clear,medium,scooter,priority,33.31,4,20,2.61,4.57,1,38,12,32.1,56.9,0.075,3.32,1
FDS-700976,2025-01-25T02:20:00,Austin,salad,clear,severe,scooter,standard,21.72,6,23,2.0,4.81,3,88,1,39.0,99.2,0.078,2.76,1
FDS-700977,2025-01-25T02:55:00,Phoenix,indian,heatwave,medium,bike,priority,34.36,4,38,2.71,4.5,1,59,5,48.8,92.5,0.059,3.09,1
FDS-700978,2025-01-25T03:30:00,Phoenix,indian,clear,high,scooter,standard,9,2,17,2.11,4.71,1,80,1,33.7,67.2,0.076,2.99,1
FDS-700979,2025-01-25T04:05:00,Phoenix,pizza,clear,high,car,standard,18.23,5,16,1.38,4.36,1,52,13,28.8,65.7,0.051,3.08,1
FDS-700980,2025-01-25T04:40:00,Seattle,salad,cold,low,car,priority,19.29,4,20,5.08,4.62,1,42,3,42.0,53.3,0.119,3.79,1
FDS-700981,2025-01-25T05:15:00,Chicago,salad,storm,severe,car,standard,29.08,5,34,3.6,4.84,2,29,7,55.5,105.0,0.117,3.34,1
FDS-700982,2025-01-25T05:50:00,Atlanta,indian,heatwave,severe,car,scheduled,46.15,2,17,0.4,4.38,1,22,12,28.3,66.0,0.092,3.65,1
FDS-700983,2025-01-25T06:25:00,Austin,salad,clear,medium,bike,standard,43.1,3,13,1.42,4.81,1,41,23,22.9,62.6,0.133,3.48,1
FDS-700984,2025-01-25T07:00:00,Atlanta,thai,storm,high,car,standard,29.92,2,22,5.28,4.99,1,52,14,49.7,112.3,0.149,2.61,1
FDS-700985,2025-01-25T07:35:00,Phoenix,mexican,storm,medium,car,standard,39.97,3,28,6.69,4.62,1,50,15,63.4,102.0,0.144,3.16,1
FDS-700986,2025-01-25T08:10:00,Austin,pizza,rain,medium,walker,priority,21.6,5,23,6.22,4.89,1,39,15,49.5,107.2,0.071,2.65,1
FDS-700987,2025-01-25T08:45:00,Seattle,indian,heatwave,medium,car,standard,46.72,3,26,8.83,4.54,1,53,10,69.2,117.5,0.165,2.79,1
FDS-700988,2025-01-25T09:20:00,Austin,salad,cold,medium,car,priority,29.26,5,24,3.34,4.74,1,55,13,36.4,80.5,0.217,3.17,1
FDS-700989,2025-01-25T09:55:00,Austin,burger,rain,severe,bike,priority,28.07,2,23,4.53,4.67,1,28,1,42.2,84.1,0.078,3.2,1
FDS-700990,2025-01-25T10:30:00,Atlanta,mexican,clear,severe,car,standard,23.57,6,20,3.06,4.55,1,41,10,37.9,85.5,0.09,3.17,1
FDS-700991,2025-01-25T11:05:00,Austin,mexican,rain,medium,walker,priority,29.81,6,20,8.06,4.64,1,72,6,54.9,104.0,0.169,2.79,1
FDS-700992,2025-01-25T11:40:00,Austin,sushi,clear,medium,car,standard,34.15,4,23,6.23,5,1,48,11,55.3,89.9,0.13,3.55,1
FDS-700993,2025-01-25T12:15:00,Phoenix,thai,storm,medium,car,standard,43.45,5,28,2.72,5,1,40,10,44.6,92.2,0.037,3.08,1
FDS-700994,2025-01-25T12:50:00,Atlanta,mexican,rain,medium,walker,standard,21.27,5,31,3.94,4.38,1,45,12,51.9,106.6,0.13,2.94,1
FDS-700995,2025-01-25T13:25:00,New York,mexican,rain,medium,car,standard,27.94,4,28,3.0,4.54,2,22,3,45.7,66.8,0.102,3.57,1
FDS-700996,2025-01-25T14:00:00,Seattle,burger,clear,low,car,scheduled,41.59,6,35,5.22,4.15,1,18,10,65.2,82.3,0.134,3.05,1
FDS-700997,2025-01-25T14:35:00,Seattle,burger,clear,severe,bike,scheduled,14.93,5,31,3.65,4.99,1,55,18,55.6,97.6,0.128,2.56,1
FDS-700998,2025-01-25T15:10:00,Seattle,mexican,clear,medium,bike,standard,19.3,2,27,4.34,4.81,1,23,9,50.0,68.5,0.187,3.65,1
FDS-700999,2025-01-25T15:45:00,Austin,indian,clear,severe,car,scheduled,23.18,4,36,3.83,5,1,30,0,61.1,88.4,0.133,3.32,1
FDS-701000,2025-01-25T16:20:00,Chicago,thai,heatwave,severe,car,standard,27.0,5,32,4.59,4.69,1,35,12,55.9,111.8,0.108,3.07,1
FDS-701001,2025-01-25T16:55:00,Seattle,mexican,clear,medium,car,standard,9,3,32,11.81,4.71,2,20,8,87.1,115.1,0.111,2.99,1
FDS-701002,2025-01-25T17:30:00,Austin,indian,clear,severe,scooter,priority,35.53,2,14,7.31,4.69,1,41,13,45.6,98.5,0.106,2.24,1
FDS-701003,2025-01-25T18:05:00,New York,thai,heatwave,medium,car,standard,22.74,5,18,0.67,4.62,2,65,1,24.5,62.7,0.135,3.1,1
FDS-701004,2025-01-25T18:40:00,Austin,mexican,clear,high,bike,standard,25.88,5,21,5.01,4.8,1,75,5,48.2,82.6,0.125,3.67,1
FDS-701005,2025-01-25T19:15:00,Austin,salad,storm,low,scooter,standard,31.09,3,28,1.03,4.71,1,68,8,39.9,77.5,0.142,3.54,1
FDS-701006,2025-01-25T19:50:00,Seattle,indian,clear,high,car,standard,32.6,7,33,5.41,4.8,3,42,16,60.1,101.5,0.154,2.54,1
FDS-701007,2025-01-25T20:25:00,Phoenix,salad,clear,high,scooter,scheduled,33.54,1,16,4.19,4.97,1,27,12,41.5,77.7,0.157,3.3,1
FDS-701008,2025-01-25T21:00:00,Phoenix,indian,clear,low,car,standard,25.36,1,20,5.27,4.95,1,65,13,48.6,88.0,0.061,3.14,1
FDS-701009,2025-01-25T21:35:00,Seattle,indian,cold,medium,scooter,standard,34.94,1,13,3.62,4.3,2,35,16,34.7,68.8,0.12,3.14,1
FDS-701010,2025-01-25T22:10:00,Chicago,mexican,rain,medium,bike,priority,18.34,7,26,2.19,4.76,1,21,20,34.1,66.5,0.168,3.08,1
FDS-701011,2025-01-25T22:45:00,Seattle,indian,clear,low,bike,standard,25.52,1,15,7.59,4.51,1,47,11,50.0,85.9,0.073,3.42,1
FDS-701012,2025-01-25T23:20:00,Phoenix,thai,clear,medium,scooter,scheduled,30.04,5,16,1.68,5,2,52,13,30.0,69.8,0.071,3.0,1
FDS-701013,2025-01-25T23:55:00,Seattle,indian,rain,severe,car,standard,19.89,5,23,7.58,4.75,2,67,6,61.5,128.2,0.114,3.03,1
FDS-701014,2025-01-26T00:30:00,Chicago,burger,heatwave,low,bike,standard,33.86,3,26,2.83,4.85,1,40,21,44.8,77.6,0.049,2.68,1
FDS-701015,2025-01-26T01:05:00,Atlanta,sushi,clear,medium,scooter,standard,32.6,5,15,5.36,4.79,1,31,15,41.3,68.9,0.099,3.39,1
FDS-701016,2025-01-26T01:40:00,Atlanta,mexican,heatwave,high,car,standard,21.83,3,13,4.82,4.55,1,29,2,38.4,69.9,0.066,2.98,1
FDS-701017,2025-01-26T02:15:00,Atlanta,pizza,clear,high,scooter,standard,25.05,3,18,4.77,4.96,1,45,4,43.4,72.5,0.046,3.16,1
FDS-701018,2025-01-26T02:50:00,Phoenix,burger,clear,high,walker,standard,13.3,5,15,2.42,4.95,1,43,12,29.5,72.4,0.163,3.44,1
FDS-701019,2025-01-26T03:25:00,Austin,pizza,heatwave,low,scooter,standard,41.37,4,29,4.92,4.87,1,42,16,53.4,96.9,0.055,3.33,1
FDS-701020,2025-01-26T04:00:00,Atlanta,thai,clear,medium,car,priority,19.8,2,27,4.18,4.88,1,12,14,45.7,56.4,0.104,3.42,1
FDS-701021,2025-01-26T04:35:00,Seattle,burger,rain,low,car,standard,15.33,4,20,8.13,4.3,1,62,11,58.6,114.1,0.06,2.38,1
FDS-701022,2025-01-26T05:10:00,Phoenix,salad,rain,medium,car,standard,33.92,2,17,2.85,5,1,30,16,34.8,68.3,0.225,3.94,1
FDS-701023,2025-01-26T05:45:00,Seattle,thai,rain,medium,bike,scheduled,35.24,5,32,6.02,4.45,1,45,4,67.2,101.5,0.076,3.0,1
FDS-701024,2025-01-26T06:20:00,Chicago,salad,clear,medium,car,standard,31.68,1,14,5.13,4.92,1,34,19,40.7,78.2,0.143,3.71,1
FDS-701025,2025-01-26T06:55:00,Seattle,indian,cold,medium,car,scheduled,30.53,3,17,1.43,5,1,54,17,33.0,68.5,0.06,3.26,1
FDS-701026,2025-01-26T07:30:00,Chicago,thai,rain,low,car,standard,37.69,2,28,5.38,4.76,1,57,11,56.8,90.3,0.092,3.06,1
FDS-701027,2025-01-26T08:05:00,Seattle,salad,rain,severe,walker,priority,38.21,4,25,3.11,4.67,2,20,16,36.5,91.7,0.137,2.48,1
FDS-701028,2025-01-26T08:40:00,Austin,thai,rain,medium,car,standard,32.39,3,25,6.96,4.41,1,50,17,61.6,102.7,0.116,3.17,1
FDS-701029,2025-01-26T09:15:00,Austin,sushi,clear,low,bike,priority,32.24,1,20,5.4,4.68,1,34,13,41.0,62.3,0.121,3.35,1
FDS-701030,2025-01-26T09:50:00,Atlanta,burger,clear,severe,bike,standard,13.91,2,24,6.01,4.85,1,27,5,55.9,92.9,0.175,3.19,1
FDS-701031,2025-01-26T10:25:00,Seattle,salad,storm,medium,car,standard,24.62,4,16,3.18,4.91,1,65,14,35.6,91.9,0.127,2.65,1
FDS-701032,2025-01-26T11:00:00,Seattle,indian,clear,medium,walker,standard,25.99,3,20,4.61,4.93,1,76,2,45.6,87.9,0.068,3.07,1
FDS-701033,2025-01-26T11:35:00,Chicago,burger,rain,high,scooter,standard,26.02,4,36,4.33,4.71,1,50,15,58.8,111.3,0.081,3.03,1
FDS-701034,2025-01-26T12:10:00,Phoenix,pizza,rain,high,bike,scheduled,26.36,4,25,4.79,4.66,1,35,9,54.7,88.2,0.094,3.16,1
FDS-701035,2025-01-26T12:45:00,New York,indian,heatwave,high,bike,standard,41.84,2,16,7.21,4.71,1,53,15,51.9,92.5,0.05,2.83,1
FDS-701036,2025-01-26T13:20:00,Atlanta,burger,clear,medium,bike,standard,13.55,5,31,4.58,4.91,1,52,20,55.5,95.8,0.02,3.74,1
FDS-701037,2025-01-26T13:55:00,Austin,salad,rain,high,car,scheduled,14.41,3,7,5.52,4.92,2,26,15,38.8,76.1,0.105,2.51,1
FDS-701038,2025-01-26T14:30:00,Phoenix,salad,storm,low,scooter,priority,34.65,3,25,2.11,4.45,1,57,7,32.8,84.1,0.111,3.07,1
FDS-701039,2025-01-26T15:05:00,Seattle,thai,heatwave,medium,car,standard,24.36,5,28,7.54,4.69,1,41,21,64.0,106.7,0.108,2.57,1
FDS-701040,2025-01-26T15:40:00,Chicago,salad,rain,medium,car,scheduled,25.08,1,26,4.19,4.53,1,46,15,49.6,92.6,0.054,2.75,1
FDS-701041,2025-01-26T16:15:00,Phoenix,salad,clear,severe,car,standard,17.46,2,18,4.05,4.65,1,26,13,40.8,75.2,0.196,3.45,1
FDS-701042,2025-01-26T16:50:00,Austin,sushi,cold,low,car,priority,25.54,4,29,5.24,4.76,1,22,10,53.2,74.6,0.132,3.65,1
FDS-701043,2025-01-26T17:25:00,Chicago,mexican,clear,severe,car,priority,34.97,3,24,7.09,4.28,2,72,3,53.1,116.5,0.033,2.78,1
FDS-701044,2025-01-26T18:00:00,Seattle,sushi,heatwave,severe,scooter,standard,25.82,7,25,4.58,4.72,1,28,5,48.6,82.2,0.032,3.58,1
FDS-701045,2025-01-26T18:35:00,Austin,indian,clear,high,car,priority,17.2,3,13,6.61,4.56,2,34,8,41.4,78.1,0.16,3.03,1
FDS-701046,2025-01-26T19:10:00,Atlanta,salad,clear,medium,bike,priority,39.86,4,25,5.59,4.63,1,59,11,51.2,87.3,0.088,2.91,1
FDS-701047,2025-01-26T19:45:00,New York,burger,clear,high,car,standard,35.29,7,29,6.09,4.81,2,88,11,58.6,130.0,0.145,1.87,1
FDS-701048,2025-01-26T20:20:00,Chicago,burger,clear,medium,scooter,standard,20.87,1,21,2.06,4.73,1,71,13,37.3,72.2,0.138,3.29,1
FDS-701049,2025-01-26T20:55:00,Austin,burger,clear,medium,car,priority,42.29,3,18,4.75,4.76,1,55,17,36.1,90.7,0.188,2.9,1
FDS-701050,2025-01-26T21:30:00,Austin,burger,clear,medium,car,priority,26.49,1,25,6.1,4.58,1,47,13,50.3,78.3,0.166,2.99,1
FDS-701051,2025-01-26T22:05:00,Austin,sushi,rain,medium,scooter,standard,32.21,7,29,6.32,4.31,1,13,18,59.1,98.0,0.078,3.41,1
FDS-701052,2025-01-26T22:40:00,Chicago,burger,clear,low,car,standard,17.15,3,15,2.82,4.72,1,44,19,34.6,60.5,0.02,3.73,1
FDS-701053,2025-01-26T23:15:00,Seattle,salad,storm,medium,car,standard,18.52,4,25,6.04,4.6,1,39,11,55.3,95.0,0.076,2.41,1
FDS-701054,2025-01-26T23:50:00,Chicago,thai,rain,low,car,priority,10.42,2,22,6.02,4.8,1,69,8,48.7,94.0,0.053,2.53,1
FDS-701055,2025-01-27T00:25:00,Chicago,salad,clear,high,scooter,standard,13.84,3,25,1.7,4.77,1,46,16,38.2,74.0,0.101,3.15,1
FDS-701056,2025-01-27T01:00:00,Atlanta,pizza,rain,low,car,standard,21.88,5,24,2.16,4.54,1,83,12,37.8,82.9,0.073,3.1,1
FDS-701057,2025-01-27T01:35:00,Austin,mexican,rain,high,bike,priority,32.36,3,21,9.57,4.68,1,30,13,59.3,99.9,0.139,3.39,1
FDS-701058,2025-01-27T02:10:00,Atlanta,thai,clear,severe,car,standard,27.18,1,16,4.48,4.72,2,68,7,38.1,93.7,0.114,2.23,1
FDS-701059,2025-01-27T02:45:00,Chicago,sushi,storm,medium,car,standard,41.41,3,39,2.92,4.48,1,59,12,58.6,103.7,0.101,2.51,1
FDS-701060,2025-01-27T03:20:00,Chicago,sushi,storm,medium,scooter,standard,17.4,1,23,4.29,4.9,1,41,14,44.3,97.9,0.086,3.33,1
FDS-701061,2025-01-27T03:55:00,Austin,thai,rain,low,walker,priority,18.7,5,25,3.01,4.38,1,59,6,37.7,79.2,0.125,2.52,1
FDS-701062,2025-01-27T04:30:00,New York,sushi,clear,medium,bike,standard,35.64,1,17,5.94,4.76,1,48,6,49.5,72.8,0.081,3.23,1
FDS-701063,2025-01-27T05:05:00,Phoenix,thai,rain,medium,car,priority,32.26,3,22,5.33,4.78,1,62,6,45.1,87.4,0.141,2.89,1
FDS-701064,2025-01-27T05:40:00,Phoenix,pizza,clear,medium,walker,standard,17.88,2,24,4.53,5,1,47,12,47.1,85.9,0.203,3.13,1
FDS-701065,2025-01-27T06:15:00,Austin,thai,rain,low,car,standard,21.2,3,27,5.22,4.9,2,56,12,54.5,98.8,0.115,3.09,1
FDS-701066,2025-01-27T06:50:00,Atlanta,indian,clear,low,car,standard,21.92,5,26,2.75,4.61,1,75,14,43.5,76.0,0.189,3.12,1
FDS-701067,2025-01-27T07:25:00,Austin,indian,clear,high,bike,standard,24.69,4,15,5.86,4.58,1,35,5,45.5,68.2,0.167,3.42,1
FDS-701068,2025-01-27T08:00:00,Atlanta,indian,cold,high,car,standard,23.3,3,16,5.97,4.51,1,57,8,47.0,96.9,0.02,2.88,1
FDS-701069,2025-01-27T08:35:00,Seattle,sushi,heatwave,medium,car,standard,37.92,2,24,2.82,4.37,1,38,25,39.3,93.1,0.099,2.71,1
FDS-701070,2025-01-27T09:10:00,Austin,sushi,cold,low,car,standard,26.83,3,27,10.27,4.9,1,27,11,74.8,95.1,0.02,3.42,1
FDS-701071,2025-01-27T09:45:00,Austin,indian,storm,medium,bike,standard,28.41,2,16,7.83,4.94,1,19,6,55.0,92.3,0.115,3.26,1
FDS-701072,2025-01-27T10:20:00,Seattle,salad,clear,medium,car,standard,21.08,4,23,4.58,4.97,1,13,11,50.1,54.9,0.055,4.47,0
FDS-701073,2025-01-27T10:55:00,Austin,mexican,clear,medium,bike,standard,12.57,1,18,6.16,4.86,1,69,0,48.9,79.3,0.072,3.6,1
FDS-701074,2025-01-27T11:30:00,Chicago,salad,heatwave,medium,car,standard,39.93,4,28,1.26,4.92,1,65,19,39.6,91.5,0.182,2.47,1
FDS-701075,2025-01-27T12:05:00,New York,salad,heatwave,high,car,priority,57.43,6,28,8.2,4.57,1,8,11,62.1,89.4,0.166,2.61,1
FDS-701076,2025-01-27T12:40:00,Austin,salad,storm,medium,scooter,standard,25.91,5,16,8.0,4.52,1,43,7,56.0,98.9,0.1,3.12,1
FDS-701077,2025-01-27T13:15:00,Austin,indian,clear,low,scooter,priority,31.41,2,29,1.45,4.31,1,24,11,35.8,55.0,0.119,3.68,1
FDS-701078,2025-01-27T13:50:00,Phoenix,pizza,rain,low,walker,priority,29.25,4,22,3.19,4.67,1,57,3,33.5,77.8,0.078,2.7,1
FDS-701079,2025-01-27T14:25:00,Chicago,mexican,heatwave,medium,car,standard,36.27,2,26,0.9,4.43,1,52,9,34.6,75.6,0.123,2.83,1
FDS-701080,2025-01-27T15:00:00,Chicago,burger,heatwave,high,car,standard,24.98,4,21,6.14,4.82,1,58,7,50.3,97.4,0.037,2.6,1
FDS-701081,2025-01-27T15:35:00,Phoenix,pizza,rain,high,car,priority,27.27,8,37,1.83,4.7,1,35,11,43.3,87.6,0.059,2.76,1
FDS-701082,2025-01-27T16:10:00,New York,salad,heatwave,high,car,standard,33.23,4,27,4.34,4.88,1,37,18,53.1,93.4,0.129,3.0,1
FDS-701083,2025-01-27T16:45:00,Seattle,pizza,rain,severe,scooter,standard,27.68,5,19,2.46,4.76,1,58,13,37.2,93.7,0.029,2.55,1
FDS-701084,2025-01-27T17:20:00,Austin,thai,clear,low,scooter,standard,24.96,1,18,4.51,4.35,2,44,19,43.5,71.0,0.09,3.68,1
FDS-701085,2025-01-27T17:55:00,Austin,indian,storm,medium,bike,priority,27.39,2,17,1.4,4.92,1,60,14,24.8,72.1,0.077,2.63,1
FDS-701086,2025-01-27T18:30:00,Atlanta,indian,clear,medium,car,priority,26.65,5,28,2.2,5,1,59,17,39.1,78.9,0.148,3.66,1
FDS-701087,2025-01-27T19:05:00,Seattle,indian,clear,high,bike,standard,20.99,6,32,3.9,4.28,1,44,21,51.5,88.2,0.074,3.22,1
FDS-701088,2025-01-27T19:40:00,New York,sushi,clear,low,car,standard,13.45,3,29,3.49,4.18,1,54,13,49.9,67.0,0.143,2.95,1
FDS-701089,2025-01-27T20:15:00,Austin,indian,clear,medium,bike,standard,21.65,3,20,4.05,4.66,1,23,2,43.6,51.9,0.145,4.18,0
FDS-701090,2025-01-27T20:50:00,New York,burger,rain,medium,car,standard,17.78,6,28,5.77,4.44,1,62,10,55.4,100.5,0.056,3.22,1
FDS-701091,2025-01-27T21:25:00,Austin,indian,clear,high,car,standard,27.95,5,20,0.95,4.25,1,58,9,29.4,73.0,0.102,2.56,1
FDS-701092,2025-01-27T22:00:00,Chicago,thai,clear,medium,walker,standard,22.57,2,18,5.12,4.58,2,45,15,46.3,90.4,0.113,3.64,1
FDS-701093,2025-01-27T22:35:00,Seattle,indian,clear,medium,walker,priority,13.42,3,20,3.31,4.61,1,32,11,34.2,66.7,0.096,3.38,1
FDS-701094,2025-01-27T23:10:00,Atlanta,mexican,rain,severe,car,standard,23.49,3,23,5.14,4.53,2,48,12,49.8,110.2,0.128,2.73,1
FDS-701095,2025-01-27T23:45:00,Phoenix,thai,rain,low,bike,standard,31.72,2,21,7.4,4.77,1,43,10,58.4,87.3,0.099,2.54,1
FDS-701096,2025-01-28T00:20:00,Austin,burger,clear,low,car,standard,23.64,3,21,6.34,4.75,1,18,17,53.5,77.2,0.14,3.78,1
FDS-701097,2025-01-28T00:55:00,Phoenix,mexican,clear,medium,walker,standard,25.36,5,21,4.08,4.88,1,36,14,41.2,82.4,0.142,3.39,1
FDS-701098,2025-01-28T01:30:00,New York,indian,rain,high,car,standard,30.52,3,22,5.0,4.55,1,31,18,49.8,99.6,0.114,3.22,1
FDS-701099,2025-01-28T02:05:00,Chicago,sushi,cold,high,car,priority,28.09,2,19,8.26,4.73,1,31,16,51.9,91.1,0.075,3.32,1
FDS-701100,2025-01-28T02:40:00,Seattle,pizza,cold,severe,car,standard,16.03,4,23,5.85,4.74,1,18,12,52.8,97.8,0.024,3.34,1
FDS-701101,2025-01-28T03:15:00,Chicago,salad,storm,high,bike,standard,22.94,1,25,3.56,4.57,2,46,11,45.3,98.7,0.156,2.77,1
FDS-701102,2025-01-28T03:50:00,Atlanta,sushi,clear,low,car,priority,28.37,6,30,2.92,4.27,1,42,7,41.5,70.2,0.132,3.78,1
FDS-701103,2025-01-28T04:25:00,Chicago,salad,rain,low,car,standard,24.64,4,26,7.12,4.58,1,66,17,63.9,108.3,0.064,3.0,1
FDS-701104,2025-01-28T05:00:00,Atlanta,mexican,clear,high,bike,scheduled,27.07,2,27,3.96,4.38,1,52,11,50.2,94.8,0.114,2.96,1
FDS-701105,2025-01-28T05:35:00,Phoenix,sushi,clear,high,car,priority,21.65,1,19,7.02,4.82,2,27,5,50.6,90.9,0.097,3.4,1
